国家,确诊,治愈,死亡,日期
苏里南,10.0,0.0,1.0,2020-04-10
安圭拉,3.0,0.0,0.0,2020-04-10
圣皮埃尔和密克隆群岛,1.0,0.0,0.0,2020-04-10
圣巴泰勒米,6.0,0.0,0.0,2020-04-10
美国,501615.0,29192.0,18781.0,2020-04-11
俄罗斯,1981.0,169.0,19.0,2020-04-11
英国,78991.0,135.0,9875.0,2020-04-11
巴西,19638.0,127.0,1056.0,2020-04-11
意大利,148217.0,30455.0,18849.0,2020-04-11
西班牙,161852.0,59109.0,16353.0,2020-04-11
秘鲁,5897.0,1569.0,169.0,2020-04-11
法国,90676.0,24932.0,13197.0,2020-04-11
印度,7529.0,653.0,327.0,2020-04-11
荷兰,23097.0,2954.0,2511.0,2020-04-11
土耳其,47029.0,2423.0,1006.0,2020-04-11
加拿大,22148.0,2770.0,569.0,2020-04-11
比利时,28018.0,5986.0,3446.0,2020-04-11
卡塔尔,2728.0,247.0,6.0,2020-04-11
巴基斯坦,4695.0,727.0,66.0,2020-04-11
沙特阿拉伯,4033.0,720.0,52.0,2020-04-11
新加坡,2299.0,406.0,7.0,2020-04-11
厄瓜多尔,7161.0,140.0,297.0,2020-04-11
葡萄牙,15987.0,266.0,470.0,2020-04-11
智利,6501.0,1571.0,65.0,2020-04-11
瑞典,9685.0,17.0,870.0,2020-04-11
白俄罗斯,1981.0,169.0,19.0,2020-04-11
伊朗,70029.0,41947.0,4357.0,2020-04-11
孟加拉国,330.0,33.0,21.0,2020-04-11
阿联酋,3736.0,588.0,20.0,2020-04-11
德国,117658.0,57443.0,2544.0,2020-04-11
乌克兰,2203.0,35.0,69.0,2020-04-11
哥伦比亚,2473.0,85.0,80.0,2020-04-11
印度尼西亚,3842.0,64.0,327.0,2020-04-11
波兰,5955.0,318.0,181.0,2020-04-11
多米尼加,2349.0,0.0,118.0,2020-04-11
墨西哥,3844.0,1.0,233.0,2020-04-11
科威特,1154.0,112.0,1.0,2020-04-11
爱尔兰,7393.0,62.0,288.0,2020-04-11
菲律宾,4428.0,157.0,247.0,2020-04-11
巴拿马,2528.0,4.0,63.0,2020-04-11
挪威,6267.0,0.0,112.0,2020-04-11
埃及,1794.0,384.0,135.0,2020-04-11
南非,2003.0,45.0,24.0,2020-04-11
日本,6202.0,404.0,120.0,2020-04-11
塞尔维亚,3380.0,118.0,74.0,2020-04-11
罗马尼亚,5467.0,729.0,257.0,2020-04-11
阿富汗,555.0,32.0,15.0,2020-04-11
阿根廷,1975.0,358.0,82.0,2020-04-11
加纳,313.0,4.0,6.0,2020-04-11
尼日利亚,305.0,58.0,7.0,2020-04-11
巴林,1016.0,551.0,6.0,2020-04-11
阿曼,546.0,109.0,3.0,2020-04-11
以色列,10505.0,1236.0,95.0,2020-04-11
摩洛哥,1527.0,141.0,110.0,2020-04-11
哈萨克斯坦,802.0,51.0,9.0,2020-04-11
摩尔多瓦,1289.0,30.0,29.0,2020-04-11
玻利维亚,268.0,0.0,19.0,2020-04-11
阿尔及利亚,1761.0,237.0,256.0,2020-04-11
捷克,5674.0,346.0,119.0,2020-04-11
亚美尼亚,966.0,173.0,13.0,2020-04-11
波多黎各,683.0,0.0,33.0,2020-04-11
奥地利,13248.0,2507.0,295.0,2020-04-11
洪都拉斯,343.0,0.0,23.0,2020-04-11
丹麦,5819.0,894.0,247.0,2020-04-11
芬兰,2769.0,10.0,48.0,2020-04-11
瑞士,24713.0,11100.0,1013.0,2020-04-11
苏丹,19.0,2.0,2.0,2020-04-11
匈牙利,1310.0,115.0,85.0,2020-04-11
几内亚,212.0,15.0,0.0,2020-04-11
保加利亚,648.0,3.0,24.0,2020-04-11
塞内加尔,278.0,152.0,2.0,2020-04-11
危地马拉,95.0,0.0,3.0,2020-04-11
喀麦隆,820.0,98.0,12.0,2020-04-11
马来西亚,4530.0,1995.0,73.0,2020-04-11
古巴,564.0,0.0,15.0,2020-04-11
马约特,191.0,0.0,2.0,2020-04-11
希腊,2081.0,19.0,93.0,2020-04-11
斯洛文尼亚,1160.0,137.0,45.0,2020-04-11
萨尔瓦多,103.0,0.0,5.0,2020-04-11
刚果（金）,223.0,16.0,20.0,2020-04-11
阿塞拜疆,991.0,159.0,10.0,2020-04-11
科特迪瓦,480.0,54.0,3.0,2020-04-11
伊拉克,1279.0,550.0,70.0,2020-04-11
加蓬,46.0,1.0,1.0,2020-04-11
韩国,10480.0,7243.0,211.0,2020-04-11
波黑,886.0,129.0,36.0,2020-04-11
几内亚比绍,38.0,0.0,0.0,2020-04-11
哥斯达黎加,502.0,0.0,3.0,2020-04-11
斯洛伐克,728.0,23.0,2.0,2020-04-11
黎巴嫩,619.0,76.0,20.0,2020-04-11
巴拉圭,124.0,12.0,5.0,2020-04-11
圣马力诺,344.0,2.0,34.0,2020-04-11
澳大利亚,6292.0,119.0,56.0,2020-04-11
斯里兰卡,197.0,49.0,7.0,2020-04-11
乌兹别克斯坦,624.0,30.0,3.0,2020-04-11
赞比亚共和国,40.0,28.0,2.0,2020-04-11
立陶宛,999.0,54.0,22.0,2020-04-11
牙买加,63.0,0.0,4.0,2020-04-11
拉脱维亚,589.0,0.0,2.0,2020-04-11
肯尼亚,191.0,24.0,7.0,2020-04-11
留尼旺,376.0,0.0,0.0,2020-04-11
委内瑞拉,166.0,0.0,7.0,2020-04-11
吉尔吉斯斯坦,298.0,33.0,5.0,2020-04-11
爱沙尼亚,1258.0,93.0,24.0,2020-04-11
北马其顿,711.0,41.0,32.0,2020-04-11
突尼斯,671.0,0.0,25.0,2020-04-11
塞浦路斯,616.0,0.0,15.0,2020-04-11
吉布提,187.0,36.0,2.0,2020-04-11
乍得,11.0,0.0,0.0,2020-04-11
塞拉利昂,8.0,0.0,0.0,2020-04-11
坦桑尼亚,32.0,5.0,3.0,2020-04-11
马恩岛,165.0,0.0,1.0,2020-04-11
马里,87.0,22.0,7.0,2020-04-11
巴勒斯坦,266.0,21.0,1.0,2020-04-11
格鲁吉亚,233.0,56.0,3.0,2020-04-11
贝宁,35.0,5.0,1.0,2020-04-11
泽西岛,170.0,0.0,3.0,2020-04-11
克罗地亚,1495.0,231.0,21.0,2020-04-11
安道尔,622.0,94.0,28.0,2020-04-11
根西岛,181.0,0.0,5.0,2020-04-11
南苏丹,4.0,0.0,0.0,2020-04-11
海地,30.0,0.0,2.0,2020-04-11
卢森堡,3163.0,241.0,54.0,2020-04-11
乌拉圭,465.0,214.0,21.0,2020-04-11
约旦,372.0,170.0,7.0,2020-04-11
法罗群岛,184.0,0.0,0.0,2020-04-11
阿尔巴尼亚,433.0,131.0,23.0,2020-04-11
尼日尔,438.0,41.0,11.0,2020-04-11
马提尼克,154.0,0.0,6.0,2020-04-11
泰国,2518.0,1135.0,35.0,2020-04-11
埃塞俄比亚,69.0,10.0,3.0,2020-04-11
法属圭亚那,83.0,0.0,0.0,2020-04-11
马耳他,370.0,0.0,3.0,2020-04-11
直布罗陀,113.0,0.0,1.0,2020-04-11
关岛,128.0,0.0,4.0,2020-04-11
越南,258.0,144.0,0.0,2020-04-11
瓜德罗普岛,141.0,0.0,8.0,2020-04-11
多哥,76.0,25.0,3.0,2020-04-11
卢旺达,118.0,7.0,0.0,2020-04-11
布基纳法索,443.0,146.0,24.0,2020-04-11
马达加斯加,102.0,11.0,0.0,2020-04-11
钻石公主号邮轮,712.0,574.0,11.0,2020-04-11
缅甸,31.0,2.0,3.0,2020-04-11
百慕大,39.0,0.0,3.0,2020-04-11
特立尼达和多巴哥,109.0,0.0,8.0,2020-04-11
阿鲁巴,82.0,0.0,0.0,2020-04-11
乌干达,53.0,0.0,0.0,2020-04-11
也门共和国,1.0,0.0,0.0,2020-04-11
开曼群岛,45.0,0.0,2.0,2020-04-11
巴哈马,40.0,0.0,7.0,2020-04-11
莫桑比克,20.0,1.0,0.0,2020-04-11
圭亚那,83.0,0.0,6.0,2020-04-11
巴巴多斯,63.0,0.0,3.0,2020-04-11
柬埔寨,118.0,50.0,0.0,2020-04-11
荷属圣马丁,43.0,0.0,8.0,2020-04-11
美属维尔京群岛,46.0,0.0,1.0,2020-04-11
黑山,257.0,3.0,2.0,2020-04-11
冰岛,1675.0,751.0,7.0,2020-04-11
马拉维,9.0,0.0,1.0,2020-04-11
文莱,136.0,99.0,1.0,2020-04-11
毛里塔尼亚,7.0,2.0,1.0,2020-04-11
毛里求斯,318.0,23.0,9.0,2020-04-11
厄立特里亚,34.0,0.0,0.0,2020-04-11
新西兰,1035.0,422.0,1.0,2020-04-11
中国,183.0,183.0,3.0,2020-04-11
津巴布韦,13.0,0.0,3.0,2020-04-11
列支敦士登,79.0,0.0,1.0,2020-04-11
博茨瓦纳,13.0,0.0,1.0,2020-04-11
北马里亚纳群岛联邦,11.0,0.0,2.0,2020-04-11
圣马丁岛,32.0,0.0,2.0,2020-04-11
梵蒂冈,8.0,0.0,0.0,2020-04-11
法属波利尼西亚,51.0,0.0,0.0,2020-04-11
利比亚,37.0,3.0,5.0,2020-04-11
安提瓜和巴布达,19.0,0.0,2.0,2020-04-11
格林那达,14.0,0.0,0.0,2020-04-11
圣文森特和格林纳丁斯,8.0,0.0,0.0,2020-04-11
库拉索岛,14.0,0.0,1.0,2020-04-11
福克兰群岛,5.0,0.0,0.0,2020-04-11
蒙特塞拉特,8.0,0.0,0.0,2020-04-11
摩纳哥,90.0,3.0,1.0,2020-04-11
伯利兹,9.0,0.0,1.0,2020-04-11
圣其茨和尼维斯,11.0,0.0,0.0,2020-04-11
巴布亚新几内亚,2.0,0.0,0.0,2020-04-11
苏里南,10.0,4.0,1.0,2020-04-11
美国,530830.0,32314.0,20646.0,2020-04-12
俄罗斯,15770.0,1291.0,130.0,2020-04-12
英国,84279.0,344.0,10612.0,2020-04-12
巴西,20727.0,127.0,1124.0,2020-04-12
意大利,152860.0,32534.0,19468.0,2020-04-12
西班牙,166019.0,62391.0,16972.0,2020-04-12
秘鲁,5897.0,1569.0,169.0,2020-04-12
法国,93790.0,26391.0,13832.0,2020-04-12
印度,4241.0,359.0,373.0,2020-04-12
荷兰,25587.0,291.0,2737.0,2020-04-12
土耳其,52167.0,2965.0,1101.0,2020-04-12
加拿大,23318.0,2770.0,653.0,2020-04-12
比利时,29647.0,6463.0,3600.0,2020-04-12
卡塔尔,2979.0,275.0,7.0,2020-04-12
巴基斯坦,5011.0,762.0,77.0,2020-04-12
沙特阿拉伯,4462.0,761.0,59.0,2020-04-12
新加坡,2299.0,406.0,7.0,2020-04-12
厄瓜多尔,7257.0,411.0,315.0,2020-04-12
葡萄牙,16585.0,277.0,504.0,2020-04-12
智利,6927.0,1571.0,73.0,2020-04-12
瑞典,10151.0,17.0,887.0,2020-04-12
白俄罗斯,2226.0,169.0,23.0,2020-04-12
伊朗,71686.0,43894.0,4474.0,2020-04-12
孟加拉国,621.0,39.0,34.0,2020-04-12
阿联酋,3736.0,588.0,20.0,2020-04-12
德国,120479.0,60200.0,2673.0,2020-04-12
乌克兰,2777.0,89.0,83.0,2020-04-12
哥伦比亚,2709.0,85.0,100.0,2020-04-12
印度尼西亚,4241.0,359.0,373.0,2020-04-12
波兰,5955.0,318.0,181.0,2020-04-12
多米尼加,2349.0,0.0,118.0,2020-04-12
墨西哥,4219.0,1.0,273.0,2020-04-12
科威特,1234.0,142.0,1.0,2020-04-12
爱尔兰,8089.0,62.0,320.0,2020-04-12
菲律宾,4648.0,197.0,297.0,2020-04-12
巴拿马,2752.0,4.0,66.0,2020-04-12
挪威,6408.0,0.0,117.0,2020-04-12
埃及,1939.0,426.0,146.0,2020-04-12
南非,2028.0,45.0,25.0,2020-04-12
日本,7423.0,404.0,138.0,2020-04-12
塞尔维亚,3630.0,118.0,80.0,2020-04-12
罗马尼亚,5990.0,758.0,282.0,2020-04-12
阿富汗,607.0,38.0,19.0,2020-04-12
阿根廷,2142.0,358.0,89.0,2020-04-12
加纳,408.0,4.0,8.0,2020-04-12
尼日利亚,318.0,70.0,10.0,2020-04-12
巴林,1087.0,557.0,6.0,2020-04-12
阿曼,599.0,109.0,3.0,2020-04-12
以色列,10878.0,1388.0,103.0,2020-04-12
摩洛哥,1617.0,153.0,113.0,2020-04-12
哈萨克斯坦,880.0,81.0,10.0,2020-04-12
摩尔多瓦,1560.0,75.0,30.0,2020-04-12
玻利维亚,268.0,0.0,19.0,2020-04-12
阿尔及利亚,1825.0,460.0,275.0,2020-04-12
捷克,5831.0,411.0,129.0,2020-04-12
亚美尼亚,1013.0,197.0,13.0,2020-04-12
波多黎各,725.0,0.0,39.0,2020-04-12
奥地利,13560.0,2507.0,319.0,2020-04-12
洪都拉斯,382.0,0.0,23.0,2020-04-12
丹麦,5996.0,894.0,260.0,2020-04-12
芬兰,2905.0,10.0,49.0,2020-04-12
瑞士,25135.0,12100.0,858.0,2020-04-12
苏丹,19.0,2.0,2.0,2020-04-12
匈牙利,1410.0,118.0,99.0,2020-04-12
几内亚,250.0,17.0,0.0,2020-04-12
保加利亚,669.0,3.0,28.0,2020-04-12
塞内加尔,280.0,171.0,2.0,2020-04-12
危地马拉,126.0,0.0,3.0,2020-04-12
喀麦隆,836.0,98.0,12.0,2020-04-12
马来西亚,4683.0,2108.0,76.0,2020-04-12
古巴,564.0,0.0,15.0,2020-04-12
马约特,191.0,0.0,2.0,2020-04-12
希腊,2114.0,19.0,98.0,2020-04-12
索马里,21.0,1.0,1.0,2020-04-12
斯洛文尼亚,1205.0,150.0,53.0,2020-04-12
萨尔瓦多,117.0,0.0,6.0,2020-04-12
刚果（金）,234.0,16.0,20.0,2020-04-12
阿塞拜疆,1098.0,250.0,11.0,2020-04-12
科特迪瓦,533.0,58.0,4.0,2020-04-12
伊拉克,1352.0,640.0,76.0,2020-04-12
马尔代夫,19.0,13.0,0.0,2020-04-12
加蓬,46.0,1.0,1.0,2020-04-12
韩国,10480.0,7243.0,211.0,2020-04-12
波黑,1000.0,193.0,39.0,2020-04-12
几内亚比绍,39.0,0.0,0.0,2020-04-12
哥斯达黎加,539.0,0.0,3.0,2020-04-12
斯洛伐克,742.0,23.0,2.0,2020-04-12
黎巴嫩,630.0,77.0,20.0,2020-04-12
巴拉圭,134.0,12.0,6.0,2020-04-12
圣马力诺,344.0,2.0,34.0,2020-04-12
澳大利亚,6313.0,119.0,59.0,2020-04-12
赤道几内亚,18.0,3.0,0.0,2020-04-12
斯里兰卡,203.0,55.0,7.0,2020-04-12
乌兹别克斯坦,624.0,30.0,3.0,2020-04-12
赞比亚共和国,43.0,30.0,2.0,2020-04-12
立陶宛,1026.0,54.0,23.0,2020-04-12
牙买加,63.0,0.0,4.0,2020-04-12
拉脱维亚,630.0,0.0,3.0,2020-04-12
肯尼亚,197.0,25.0,7.0,2020-04-12
留尼旺,382.0,0.0,0.0,2020-04-12
委内瑞拉,171.0,0.0,9.0,2020-04-12
吉尔吉斯斯坦,377.0,54.0,5.0,2020-04-12
爱沙尼亚,1346.0,93.0,24.0,2020-04-12
北马其顿,828.0,41.0,34.0,2020-04-12
突尼斯,685.0,0.0,28.0,2020-04-12
塞浦路斯,633.0,0.0,15.0,2020-04-12
吉布提,215.0,36.0,2.0,2020-04-12
乍得,11.0,0.0,0.0,2020-04-12
塞拉利昂,10.0,0.0,0.0,2020-04-12
刚果（布）,70.0,5.0,5.0,2020-04-12
坦桑尼亚,32.0,5.0,3.0,2020-04-12
马恩岛,190.0,0.0,1.0,2020-04-12
马里,116.0,25.0,9.0,2020-04-12
巴勒斯坦,268.0,46.0,2.0,2020-04-12
格鲁吉亚,252.0,63.0,3.0,2020-04-12
贝宁,35.0,5.0,1.0,2020-04-12
佛得角,8.0,1.0,1.0,2020-04-12
泽西岛,183.0,0.0,4.0,2020-04-12
克罗地亚,1660.0,373.0,23.0,2020-04-12
安道尔,638.0,128.0,29.0,2020-04-12
根西岛,191.0,0.0,5.0,2020-04-12
尼泊尔,12.0,1.0,0.0,2020-04-12
南苏丹,4.0,0.0,0.0,2020-04-12
海地,30.0,0.0,2.0,2020-04-12
卢森堡,3270.0,241.0,62.0,2020-04-12
中非共和国,11.0,0.0,0.0,2020-04-12
乌拉圭,501.0,224.0,21.0,2020-04-12
圣多美和普林西比,4.0,0.0,0.0,2020-04-12
约旦,381.0,177.0,7.0,2020-04-12
法罗群岛,184.0,0.0,0.0,2020-04-12
阿尔巴尼亚,446.0,217.0,23.0,2020-04-12
尼日尔,491.0,50.0,11.0,2020-04-12
马提尼克,154.0,0.0,6.0,2020-04-12
斯威士兰,14.0,7.0,0.0,2020-04-12
泰国,2551.0,1218.0,38.0,2020-04-12
埃塞俄比亚,71.0,10.0,3.0,2020-04-12
法属圭亚那,84.0,0.0,0.0,2020-04-12
马耳他,378.0,44.0,3.0,2020-04-12
直布罗陀,113.0,0.0,1.0,2020-04-12
关岛,130.0,0.0,4.0,2020-04-12
越南,260.0,144.0,0.0,2020-04-12
瓜德罗普岛,143.0,0.0,8.0,2020-04-12
多哥,76.0,25.0,3.0,2020-04-12
卢旺达,120.0,18.0,0.0,2020-04-12
布基纳法索,484.0,155.0,27.0,2020-04-12
马达加斯加,102.0,11.0,0.0,2020-04-12
钻石公主号邮轮,712.0,574.0,11.0,2020-04-12
缅甸,39.0,2.0,4.0,2020-04-12
百慕大,48.0,0.0,4.0,2020-04-12
利比里亚,37.0,3.0,5.0,2020-04-12
特立尼达和多巴哥,109.0,0.0,8.0,2020-04-12
阿鲁巴,86.0,0.0,0.0,2020-04-12
乌干达,53.0,18.0,0.0,2020-04-12
也门共和国,1.0,0.0,0.0,2020-04-12
蒙古,16.0,2.0,0.0,2020-04-12
开曼群岛,45.0,0.0,2.0,2020-04-12
巴哈马,41.0,0.0,8.0,2020-04-12
莫桑比克,20.0,1.0,0.0,2020-04-12
圭亚那,84.0,8.0,6.0,2020-04-12
巴巴多斯,66.0,0.0,4.0,2020-04-12
柬埔寨,120.0,50.0,0.0,2020-04-12
荷属圣马丁,50.0,0.0,9.0,2020-04-12
美属维尔京群岛,50.0,0.0,1.0,2020-04-12
黑山,267.0,5.0,3.0,2020-04-12
冰岛,1689.0,841.0,8.0,2020-04-12
马拉维,12.0,0.0,2.0,2020-04-12
安哥拉,19.0,4.0,2.0,2020-04-12
不丹,5.0,0.0,0.0,2020-04-12
尼加拉瓜,7.0,0.0,1.0,2020-04-12
文莱,136.0,99.0,1.0,2020-04-12
毛里塔尼亚,7.0,2.0,1.0,2020-04-12
毛里求斯,324.0,42.0,9.0,2020-04-12
厄立特里亚,34.0,0.0,0.0,2020-04-12
新西兰,1049.0,471.0,4.0,2020-04-12
中国,0.0,0.0,0.0,2020-04-12
津巴布韦,14.0,0.0,3.0,2020-04-12
列支敦士登,80.0,0.0,1.0,2020-04-12
博茨瓦纳,13.0,0.0,1.0,2020-04-12
布隆迪共和国,5.0,0.0,0.0,2020-04-12
冈比亚,9.0,2.0,1.0,2020-04-12
叙利亚,25.0,4.0,2.0,2020-04-12
北马里亚纳群岛联邦,11.0,0.0,2.0,2020-04-12
圣马丁岛,32.0,0.0,2.0,2020-04-12
梵蒂冈,8.0,0.0,0.0,2020-04-12
法属波利尼西亚,51.0,0.0,0.0,2020-04-12
利比亚,25.0,3.0,5.0,2020-04-12
英属维尔京群岛,3.0,0.0,0.0,2020-04-12
安提瓜和巴布达,19.0,0.0,2.0,2020-04-12
格林那达,14.0,0.0,0.0,2020-04-12
圣卢西亚,14.0,0.0,0.0,2020-04-12
圣文森特和格林纳丁斯,12.0,0.0,0.0,2020-04-12
库拉索岛,14.0,0.0,1.0,2020-04-12
特克斯和凯科斯群岛,8.0,0.0,1.0,2020-04-12
荷兰加勒比地区,2.0,0.0,0.0,2020-04-12
东帝汶,2.0,0.0,0.0,2020-04-12
福克兰群岛,5.0,0.0,0.0,2020-04-12
蒙特塞拉特,9.0,0.0,0.0,2020-04-12
摩纳哥,92.0,3.0,1.0,2020-04-12
老挝,19.0,0.0,0.0,2020-04-12
斐济,16.0,0.0,0.0,2020-04-12
新喀里多尼亚,18.0,0.0,0.0,2020-04-12
伯利兹,10.0,0.0,1.0,2020-04-12
多米尼克,16.0,0.0,0.0,2020-04-12
圣其茨和尼维斯,11.0,0.0,0.0,2020-04-12
纳米比亚,16.0,3.0,0.0,2020-04-12
塞舌尔,11.0,0.0,0.0,2020-04-12
格陵兰,11.0,0.0,0.0,2020-04-12
巴布亚新几内亚,2.0,0.0,0.0,2020-04-12
圣巴泰勒米岛,6.0,0.0,0.0,2020-04-12
苏里南,10.0,4.0,1.0,2020-04-12
安圭拉,3.0,0.0,0.0,2020-04-12
圣皮埃尔和密克隆群岛,1.0,0.0,0.0,2020-04-12
圣巴泰勒米,6.0,0.0,0.0,2020-04-12
美国,558526.0,42018.0,22146.0,2020-04-13
俄罗斯,2226.0,169.0,23.0,2020-04-13
英国,88621.0,344.0,11329.0,2020-04-13
巴西,22169.0,127.0,1223.0,2020-04-13
意大利,156673.0,34211.0,19899.0,2020-04-13
西班牙,169496.0,64727.0,17489.0,2020-04-13
秘鲁,7519.0,1798.0,193.0,2020-04-13
法国,95403.0,27186.0,14393.0,2020-04-13
印度,9352.0,980.0,324.0,2020-04-13
荷兰,26551.0,291.0,2823.0,2020-04-13
土耳其,56956.0,3446.0,1198.0,2020-04-13
加拿大,24384.0,2770.0,717.0,2020-04-13
比利时,30789.0,6707.0,3903.0,2020-04-13
卡塔尔,3231.0,334.0,7.0,2020-04-13
巴基斯坦,5230.0,762.0,91.0,2020-04-13
沙特阿拉伯,4934.0,805.0,65.0,2020-04-13
新加坡,2532.0,560.0,8.0,2020-04-13
厄瓜多尔,7446.0,501.0,333.0,2020-04-13
葡萄牙,16934.0,277.0,535.0,2020-04-13
智利,7213.0,2059.0,80.0,2020-04-13
瑞典,10483.0,17.0,899.0,2020-04-13
白俄罗斯,2226.0,169.0,23.0,2020-04-13
伊朗,73303.0,45983.0,4585.0,2020-04-13
孟加拉国,803.0,42.0,39.0,2020-04-13
阿联酋,4123.0,852.0,25.0,2020-04-13
德国,123016.0,64300.0,2799.0,2020-04-13
乌克兰,3102.0,97.0,93.0,2020-04-13
哥伦比亚,2776.0,85.0,109.0,2020-04-13
印度尼西亚,4241.0,359.0,373.0,2020-04-13
波兰,6674.0,439.0,232.0,2020-04-13
多米尼加,2620.0,0.0,126.0,2020-04-13
墨西哥,4661.0,1.0,296.0,2020-04-13
科威特,1300.0,150.0,2.0,2020-04-13
爱尔兰,9655.0,62.0,334.0,2020-04-13
菲律宾,4932.0,242.0,315.0,2020-04-13
巴拿马,2974.0,4.0,74.0,2020-04-13
挪威,6485.0,0.0,126.0,2020-04-13
埃及,2065.0,447.0,159.0,2020-04-13
南非,2173.0,45.0,25.0,2020-04-13
日本,7614.0,404.0,141.0,2020-04-13
塞尔维亚,4054.0,118.0,85.0,2020-04-13
罗马尼亚,6300.0,852.0,306.0,2020-04-13
阿富汗,607.0,38.0,19.0,2020-04-13
阿根廷,2208.0,468.0,95.0,2020-04-13
加纳,566.0,4.0,8.0,2020-04-13
尼日利亚,323.0,85.0,10.0,2020-04-13
巴林,1348.0,591.0,6.0,2020-04-13
阿曼,727.0,124.0,4.0,2020-04-13
以色列,11235.0,1627.0,110.0,2020-04-13
摩洛哥,1746.0,196.0,120.0,2020-04-13
哈萨克斯坦,979.0,138.0,12.0,2020-04-13
摩尔多瓦,1560.0,75.0,30.0,2020-04-13
玻利维亚,275.0,0.0,20.0,2020-04-13
阿尔及利亚,1914.0,591.0,293.0,2020-04-13
捷克,5952.0,464.0,138.0,2020-04-13
亚美尼亚,1039.0,211.0,14.0,2020-04-13
波多黎各,788.0,0.0,42.0,2020-04-13
奥地利,13945.0,2507.0,337.0,2020-04-13
洪都拉斯,392.0,0.0,24.0,2020-04-13
丹麦,6174.0,894.0,273.0,2020-04-13
芬兰,3064.0,10.0,59.0,2020-04-13
瑞士,25135.0,12100.0,858.0,2020-04-13
苏丹,19.0,2.0,2.0,2020-04-13
匈牙利,1458.0,120.0,109.0,2020-04-13
几内亚,250.0,17.0,0.0,2020-04-13
保加利亚,675.0,3.0,29.0,2020-04-13
塞内加尔,291.0,178.0,2.0,2020-04-13
危地马拉,137.0,0.0,3.0,2020-04-13
喀麦隆,848.0,98.0,14.0,2020-04-13
马来西亚,4817.0,2276.0,77.0,2020-04-13
古巴,620.0,0.0,16.0,2020-04-13
马约特,191.0,0.0,2.0,2020-04-13
希腊,2145.0,19.0,99.0,2020-04-13
索马里,21.0,1.0,1.0,2020-04-13
斯洛文尼亚,1205.0,150.0,53.0,2020-04-13
萨尔瓦多,118.0,0.0,6.0,2020-04-13
刚果（金）,235.0,17.0,20.0,2020-04-13
阿塞拜疆,1098.0,250.0,11.0,2020-04-13
科特迪瓦,574.0,85.0,5.0,2020-04-13
伊拉克,1352.0,640.0,76.0,2020-04-13
马尔代夫,20.0,14.0,0.0,2020-04-13
加蓬,57.0,1.0,1.0,2020-04-13
韩国,10537.0,7447.0,217.0,2020-04-13
波黑,1000.0,193.0,39.0,2020-04-13
几内亚比绍,39.0,0.0,0.0,2020-04-13
哥斯达黎加,558.0,0.0,3.0,2020-04-13
斯洛伐克,769.0,107.0,2.0,2020-04-13
黎巴嫩,632.0,80.0,20.0,2020-04-13
巴拉圭,134.0,12.0,6.0,2020-04-13
圣马力诺,356.0,2.0,35.0,2020-04-13
澳大利亚,6359.0,119.0,61.0,2020-04-13
赤道几内亚,21.0,3.0,0.0,2020-04-13
斯里兰卡,214.0,57.0,7.0,2020-04-13
乌兹别克斯坦,865.0,66.0,4.0,2020-04-13
赞比亚共和国,45.0,30.0,2.0,2020-04-13
立陶宛,1062.0,101.0,24.0,2020-04-13
牙买加,65.0,0.0,4.0,2020-04-13
拉脱维亚,653.0,0.0,5.0,2020-04-13
肯尼亚,208.0,40.0,9.0,2020-04-13
留尼旺,388.0,0.0,0.0,2020-04-13
委内瑞拉,171.0,0.0,9.0,2020-04-13
吉尔吉斯斯坦,419.0,67.0,5.0,2020-04-13
爱沙尼亚,1332.0,93.0,28.0,2020-04-13
北马其顿,828.0,41.0,34.0,2020-04-13
突尼斯,707.0,0.0,31.0,2020-04-13
塞浦路斯,633.0,0.0,15.0,2020-04-13
吉布提,298.0,41.0,2.0,2020-04-13
乍得,11.0,0.0,0.0,2020-04-13
塞拉利昂,10.0,0.0,0.0,2020-04-13
刚果（布）,70.0,8.0,5.0,2020-04-13
坦桑尼亚,46.0,7.0,3.0,2020-04-13
马恩岛,204.0,0.0,1.0,2020-04-13
马里,123.0,26.0,10.0,2020-04-13
巴勒斯坦,268.0,46.0,2.0,2020-04-13
格鲁吉亚,266.0,67.0,3.0,2020-04-13
贝宁,35.0,5.0,2.0,2020-04-13
佛得角,8.0,1.0,1.0,2020-04-13
泽西岛,198.0,0.0,4.0,2020-04-13
克罗地亚,1660.0,373.0,23.0,2020-04-13
安道尔,646.0,139.0,29.0,2020-04-13
根西岛,200.0,0.0,6.0,2020-04-13
尼泊尔,14.0,1.0,0.0,2020-04-13
南苏丹,4.0,0.0,0.0,2020-04-13
海地,31.0,0.0,2.0,2020-04-13
卢森堡,3281.0,241.0,66.0,2020-04-13
中非共和国,11.0,0.0,0.0,2020-04-13
乌拉圭,512.0,231.0,21.0,2020-04-13
约旦,389.0,201.0,7.0,2020-04-13
法罗群岛,184.0,0.0,0.0,2020-04-13
阿尔巴尼亚,446.0,217.0,23.0,2020-04-13
尼日尔,529.0,75.0,12.0,2020-04-13
马提尼克,155.0,0.0,6.0,2020-04-13
斯威士兰,14.0,7.0,0.0,2020-04-13
泰国,2579.0,1288.0,40.0,2020-04-13
埃塞俄比亚,74.0,14.0,3.0,2020-04-13
法属圭亚那,86.0,0.0,0.0,2020-04-13
马耳他,384.0,44.0,3.0,2020-04-13
直布罗陀,113.0,0.0,1.0,2020-04-13
